"year","n_sims","median","mean","sd","q05","q25","q75","q95","median_density","mean_density","median_tonnes","mean_tonnes"
1860,2111,20941809498.1618,29550209529.8495,26774085791.6117,2322279495.73174,10278344846.6837,41599012012.9492,79441605889.0904,0.00107393894862368,0.0015153953605051,20941.8094981618,29550.2095298495
1861,2111,21475011970.3182,30201557234.555,27341867518.8505,2343015638.83365,10473716929.5741,42553856564.9015,81262472066.9265,0.00110128266514452,0.00154879780690026,21475.0119703182,30201.557234555
1862,2111,21547807004.5512,30048944544.0219,26847885224.7521,2421247522.19073,10694773211.5072,42242364430.7066,79948796852.4491,0.00110501574382314,0.00154097151507805,21547.8070045512,30048.9445440219
1863,2111,21995234951.7396,30323503629.6902,26735545627.5903,2511883023.18595,11029523638.6612,42709809097.6441,80272025364.0185,0.00112796076675587,0.00155505146818924,21995.2349517396,30323.5036296902
1864,2111,21988984257.5761,30222062029.6364,26450700896.3845,2565182408.64969,11101759452.0334,42436072267.6086,79394525949.484,0.00112764021833724,0.00154984933485315,21988.9842575761,30222.0620296364
1865,2111,22036790774.0717,30330410491.7772,26716995868.2495,2510078958.72767,10983076834.0873,42522544276.268,80166853387.8708,0.00113009183456778,0.00155540566624498,22036.7907740717,30330.4104917772
1866,2111,21224476013.8387,29415876750.6951,25982596666.741,2449436155.94746,10604721451.5855,41493330833.3376,77762368362.9353,0.00108843466737634,0.00150850650003564,21224.4760138387,29415.8767506951
1867,2111,20942065435.5043,29303273274.2631,26204297713.6147,2366415443.01329,10339168981.1006,41272831012.9627,78390292268.5653,0.00107395207361561,0.00150273196278272,20942.0654355043,29303.2732742631
1868,2111,20876518153.2219,29296043314.8769,26211778375.4859,2357891319.90856,10316153383.7231,41312567044.4756,78525432509.4532,0.0010705906745242,0.00150236119563472,20876.5181532219,29296.0433148769
1869,2111,21004142051.7518,29327945698.3021,26141305237.1184,2373985073.56391,10410965607.2135,41451331138.688,78414227322.6251,0.00107713548983342,0.00150399721529754,21004.1420517518,29327.9456983021
1870,2111,21348968192.3206,29711467693.9133,26378116506.0109,2403996963.52681,10609774321.5878,41794719575.9751,79361347148.2245,0.00109481888165747,0.00152366500994427,21348.9681923206,29711.4676939133
1871,2111,21262992077.9271,29488278936.7316,26059570200.1481,2424348505.40353,10605030713.7004,41428666710.5468,78503546595.1049,0.00109040985015011,0.0015122194326529,21262.9920779271,29488.2789367316
1872,2111,21477815012.6127,29616869751.1183,25967852529.0569,2475844422.56049,10775415174.094,41531724209.2054,78479522117.123,0.00110142641090322,0.00151881383339068,21477.8150126127,29616.8697511183
1873,2111,21759221927.5897,29819496651.7014,25940462448.8485,2537113973.48846,10959473276.2179,41646261388.696,78666937057.8742,0.00111585753474819,0.00152920495649751,21759.2219275897,29819.4966517014
1874,2111,21574685916.3768,29542043714.1833,25661779361.554,2526636795.34541,10863346242.9427,41286891309.6653,77812417080.3347,0.00110639414955778,0.00151497660072735,21574.6859163768,29542.0437141833
1875,2111,21348114519.2348,29347752635.3511,25569618385.4477,2497420229.5814,10722133760.1907,41178461236.6201,77421395670.606,0.0010947751035505,0.00150501295565903,21348.1145192348,29347.7526353511
1876,2111,21117069954.2558,29172432507.8038,25468351881.2903,2465160091.21121,10611464007.3035,40952468375.155,77051760366.0478,0.00108292666432081,0.00149602217988738,21117.0699542558,29172.4325078038
1877,2111,21094674213.0561,29313546454.6767,25816743674.8537,2413863638.10174,10515563403.3767,41175376043.3757,77949707280.3973,0.00108177816477211,0.00150325879254752,21094.6742130561,29313.5464546767
1878,2111,21263283886.1137,29685156316.5109,26385697292.607,2388537998.63249,10423545450.3451,41584514184.3936,79719868904.7931,0.0010904248146725,0.00152231570853902,21263.2838861137,29685.1563165109
1879,2111,20868343013.2167,29412508644.8968,26372532685.0845,2312496238.56404,10181214578.3414,41469852711.306,79309470441.7118,0.00107017143657522,0.00150833377666138,20868.3430132167,29412.5086448968
1880,2111,20881085336.5227,29145579809.7548,25989388259.3842,2296526438.89237,10209355124.6687,41277494071.6294,78171536069.3621,0.00107082488905244,0.00149464511844896,20881.0853365227,29145.5798097548
1881,2111,21383661585.0668,29794749855.7021,26553274257.8013,2318311510.03579,10421814591.7741,42026228369.5698,80285615342.9549,0.00109659803000343,0.001527935890036,21383.6615850668,29794.7498557021
1882,2111,21467486287.6284,29648570677.7224,26070931037.2002,2369097749.90708,10664452372.932,41730493223.4233,78811236155.9277,0.00110089673269889,0.00152043952193448,21467.4862876284,29648.5706777224
1883,2111,21862662163.9209,29927187845.1842,25970902086.1009,2454108178.86874,10994550219.0623,42019779767.3757,78832261384.8174,0.00112116216225235,0.00153472758180432,21862.6621639209,29927.1878451842
1884,2111,21863781455.1307,29833945967.923,25703192038.8276,2479498105.03264,11063830886.6778,41829989227.6528,78219129612.4314,0.00112121956180158,0.00152994594707298,21863.7814551307,29833.945967923
1885,2111,21888941999.7592,29945754001.8204,25977384844.141,2450752102.32681,10933930128.8899,41944495904.5819,79313332755.7777,0.0011225098461415,0.00153567969240105,21888.9419997592,29945.7540018204
1886,2111,21188507725.185,29044019015.0963,25260678812.3501,2395161811.41369,10595075698.5072,40772707386.6618,76960471088.8273,0.00108659013975308,0.00148943687256904,21188.507725185,29044.0190150963
1887,2111,20778390280.2838,28936727056.8337,25487567714.5014,2296556655.9321,10270855600.6401,40908624715.5267,77618491380.9096,0.00106555847591199,0.00148393472086327,20778.3902802838,28936.7270568337
1888,2111,20833461004.8192,28933028492.4376,25496134369.5717,2289453297.42117,10282984321.6643,41001972797.0295,77639992567.9516,0.00106838261563175,0.00148374505089424,20833.4610048192,28933.0284924376
1889,2111,21007289482.5063,28969671943.9098,25431081900.6402,2300128362.4481,10339057973.0235,41135537510.8687,77624038515.7122,0.00107729689653879,0.00148562420225179,21007.2894825063,28969.6719439098
1890,2111,21341515838.0388,29354174006.4096,25669558537.9137,2321241714.18274,10546551873.9405,41494557454.0356,78524945942.3339,0.00109443670964301,0.00150534225673895,21341.5158380388,29354.1740064096
