"year","predator","prey","median_g_yr","q25_g_yr","q75_g_yr","q05_g_yr","q95_g_yr","scenario"
1841,"other macrozooplankton","small divers",184.434822797596,97.6811840044139,279.148099978828,45.8621265980146,1228.5581581116,"fishing"
1841,"other macrozooplankton","squids",1294.69547399932,899.24026715855,2016.65996234465,453.087710515035,3075.03631582319,"fishing"
1841,"other macrozooplankton","toothfishes",23420.9971057166,15697.3859164002,38610.0324596254,8776.82365479094,48292.2330845741,"fishing"
1841,"other macrozooplankton","leopard seals",4.92605892853958e-07,3.61142381263107e-07,6.13169445367095e-07,1.99114667365346e-07,1.11710294844496e-06,"fishing"
1841,"other macrozooplankton","medium divers",0.000399092415153458,0.000240172205852937,0.000678269654128059,0.00012511332142864,0.00126568170678737,"fishing"
1841,"other macrozooplankton","large divers",1.46769851338862e-05,7.95328220152267e-06,3.21238748345095e-05,3.7594361668396e-06,0.000436434857467576,"fishing"
1841,"other macrozooplankton","minke whales",1.1074067576326e-06,6.09833424952555e-07,2.81500470148074e-06,2.70423678127223e-07,0.000163229973434573,"fishing"
1841,"other macrozooplankton","orca",1.39594053314857e-06,9.73212099469453e-07,2.10339523579159e-06,4.74722499984331e-07,3.50745514112929e-06,"fishing"
1841,"other macrozooplankton","sperm whales",8.62527240436575e-05,1.32054132422266e-05,0.000577722036167765,4.07248763947435e-06,0.00487661136654087,"fishing"
1841,"other macrozooplankton","baleen whales",0.00312070995346351,0.00068354052503982,0.00833858412355855,0.000131069149850935,0.0379424214682773,"fishing"
1841,"other macrozooplankton","Resource",65495459110844.6,49456307350163.2,84298447272634.5,29171560311487.8,130471939540071,"fishing"
1841,"other macrozooplankton","External",0,0,0,0,0,"fishing"
1841,"antarctic krill","mesozooplankton",4515130974887.38,2462991087138.42,10280975123070.4,744822757807.409,21070274110807.6,"fishing"
1841,"antarctic krill","other krill",701613817.473322,366402731.868307,1441022491.94029,69741452.6132419,4152732502.30095,"fishing"
1841,"antarctic krill","other macrozooplankton",1618384999.63949,509286688.951552,4274486696.55381,94782850.4999563,17158804383.1382,"fishing"
1841,"antarctic krill","antarctic krill",7313603.18853823,3453434.51471924,14618806.5119143,573121.404539387,28516188.1037321,"fishing"
1841,"antarctic krill","salps",11916.8267105324,4604.35750288534,31362.5270575957,1542.90818605351,75501.7859347595,"fishing"
1841,"antarctic krill","mesopelagic fishes",78.9089117956666,24.5059674221038,166.987830639959,9.08776119617607,664.264466415508,"fishing"
1841,"antarctic krill","bathypelagic fishes",110.358262182312,49.2039689560115,287.573751279518,11.8970390544499,868.867083626958,"fishing"
1841,"antarctic krill","shelf and coastal fishes",1.20411373989766,0.47694928482894,3.44115297637033,0.122280085413675,8.79296173862738,"fishing"
1841,"antarctic krill","flying birds",4.31558877650769e-06,3.0200707693308e-06,4.65446819408421e-06,1.87690950668899e-06,4.9372489103068e-06,"fishing"
1841,"antarctic krill","small divers",0.000592671183614407,0.000346886214581732,0.00202280741015904,0.000155634093562865,0.00705284162253747,"fishing"
1841,"antarctic krill","squids",0.0681850923889023,0.0480343922127815,0.0846414706595191,0.0257617487160623,0.137528249621542,"fishing"
1841,"antarctic krill","toothfishes",47.594040720108,17.8318876513517,89.8467714626589,2.71212881632811,134.614585234132,"fishing"
1841,"antarctic krill","leopard seals",0.72859956549937,0.471810948160558,0.910480516446537,0.301114520340086,1.13103588978968,"fishing"
1841,"antarctic krill","medium divers",1322.19569585879,799.126040232815,2053.13054040867,418.508333828343,3354.82000329939,"fishing"
1841,"antarctic krill","large divers",196.043683127622,111.548496713747,410.091241725013,46.6505299199837,8128.90883039404,"fishing"
1841,"antarctic krill","minke whales",444.66608735086,227.227883197583,1193.84058196546,84.8360683496948,59692.0547009918,"fishing"
1841,"antarctic krill","orca",1177.92462095098,983.387083627734,1352.92654707194,420.732439349231,2003.05275805808,"fishing"
1841,"antarctic krill","sperm whales",104208.603072879,12189.6458605081,480647.296132378,6794.36052700488,3572806.03613692,"fishing"
1841,"antarctic krill","baleen whales",4931420.84420845,1798193.22685014,18068602.7132635,526507.237955447,49322781.5117703,"fishing"
1841,"antarctic krill","Resource",77247726038578.5,40169589396318,168526147778014,13025867994780,321161311954532,"fishing"
1841,"antarctic krill","External",0,0,0,0,0,"fishing"
1841,"salps","mesozooplankton",109932037437.643,68810570419.3446,211766631735.862,19468750729.9996,398632879658.274,"fishing"
1841,"salps","other krill",3713822.42739248,2464804.71856685,9228141.0062044,360550.730502669,18011497.8597403,"fishing"
1841,"salps","other macrozooplankton",4378503.1476642,1473998.55243868,8866885.00888046,125288.337207131,22572137.5959729,"fishing"
1841,"salps","antarctic krill",25775.4530675064,13216.227724829,45904.9732150224,3480.73727028987,124051.469724601,"fishing"
1841,"salps","salps",9.92594072118665,6.96559191978879,18.4999949800548,3.82045454135976,26.5964783362347,"fishing"
1841,"salps","mesopelagic fishes",0.00914621787759111,0.00426947507534017,0.017249984577297,0.00142687660270756,0.0462033332401977,"fishing"
1841,"salps","bathypelagic fishes",0.0167895021543232,0.00997409269787624,0.0365318029592807,0.00192105875737977,0.0935354188944027,"fishing"
1841,"salps","shelf and coastal fishes",0.0165641798933895,0.0119926319347267,0.0197037906327316,0.00466514956181573,0.0240843552207485,"fishing"
1841,"salps","flying birds",4.12622323303875e-05,3.64128563231174e-05,4.36969810795808e-05,2.83279770492129e-05,4.52805534022904e-05,"fishing"
1841,"salps","small divers",0.0014035369137745,0.00124287871430538,0.00154892616375499,0.000758551265725163,0.0017515822069185,"fishing"
1841,"salps","squids",0.419703476310119,0.310521472621942,0.540540641187514,0.204725898667085,1.14251649632667,"fishing"
1841,"salps","toothfishes",177.668223743499,73.7367806278281,321.865653206218,11.0612460870312,495.688779597361,"fishing"
1841,"salps","leopard seals",2.2296705245183,1.74473102463982,2.65778736197416,1.16550687193468,3.17578994509533,"fishing"
1841,"salps","medium divers",3303.49985413762,2236.05063660236,4997.49208660098,1138.3113972016,7268.69267968513,"fishing"
1841,"salps","large divers",450.133225579489,259.375096748532,817.734632569676,117.572740651234,16151.0943446412,"fishing"
1841,"salps","minke whales",858.302600648631,429.787898884484,1776.62058175663,191.047497445226,93073.2793598881,"fishing"
1841,"salps","orca",1707.82621450184,1547.0985347431,1960.22986371677,1254.88203265072,3075.29574806992,"fishing"
1841,"salps","sperm whales",148884.78242698,14077.390064857,521100.266010562,9729.04670404641,4053042.88572756,"fishing"
1841,"salps","baleen whales",5694068.19851485,2122903.36915009,21323787.6949167,866000.006501445,61216049.8251438,"fishing"
1841,"salps","Resource",16381666220360.8,11988613459773.8,29853596477714.1,4095391054665.19,46582729110316.9,"fishing"
1841,"salps","External",0,0,0,0,0,"fishing"
1841,"mesopelagic fishes","mesozooplankton",70200230590.6517,40317862033.332,129882565609.754,20051572486.8607,247612239086.32,"fishing"
1841,"mesopelagic fishes","other krill",1580740667037.64,544226988333.587,3574210635061.04,48720037345.2157,10319497562808.5,"fishing"
1841,"mesopelagic fishes","other macrozooplankton",4250918606453.55,3074061896737.5,8363305359853.5,432974261674.353,12988190423607.7,"fishing"
1841,"mesopelagic fishes","antarctic krill",997685334253.391,358223721067.489,1749632118805.69,48436619713.5958,3218281320634.73,"fishing"
1841,"mesopelagic fishes","salps",24245476070.8945,11339563829.6224,46891718951.3254,1717209068.50623,72777990699.9253,"fishing"
1841,"mesopelagic fishes","mesopelagic fishes",35953910911.5389,20261752326.1446,80293786939.9014,2006428375.31995,116959696383.541,"fishing"
1841,"mesopelagic fishes","bathypelagic fishes",32367745245.0415,18227770591.0461,47944282046.3559,3135370981.62096,66537711978.0368,"fishing"
1841,"mesopelagic fishes","shelf and coastal fishes",237394984.026034,136061009.341371,456635470.068187,21091055.7110389,700216621.441178,"fishing"
1841,"mesopelagic fishes","flying birds",316.521759877119,132.558380723781,695.343227337284,31.4679376208912,1224.68543589973,"fishing"
1841,"mesopelagic fishes","small divers",16261.9521529852,7328.11513155151,37385.2195405959,1544.49198203123,117811.570036106,"fishing"
1841,"mesopelagic fishes","squids",300930.041095442,133471.53246184,653275.8326447,24757.8971948735,980548.144180821,"fishing"
1841,"mesopelagic fishes","toothfishes",4606087.89420124,2068343.2776937,9134298.10540341,553397.197810376,13109411.6508125,"fishing"
1841,"mesopelagic fishes","leopard seals",2.1180371117585e-08,1.39256107824202e-08,3.03745576715412e-08,3.97903131718496e-09,6.03591331749648e-08,"fishing"
1841,"mesopelagic fishes","medium divers",4.18147780776779e-05,2.36809382746608e-05,7.37991626101012e-05,6.15651683069436e-06,0.000163856634287489,"fishing"
1841,"mesopelagic fishes","large divers",1.43355146612442e-06,7.72571542253116e-07,3.55895821123132e-06,1.82605633179317e-07,4.60796680885585e-05,"fishing"
1841,"mesopelagic fishes","minke whales",3.78101599018947e-08,1.3617223503666e-08,1.4891646051488e-07,2.87404636243003e-09,4.60603539479433e-06,"fishing"
1841,"mesopelagic fishes","orca",2.7267440731187e-08,1.28221377212953e-08,7.27676777238678e-08,2.75952277297561e-09,1.27252325260152e-07,"fishing"
1841,"mesopelagic fishes","sperm whales",5.82950414492203e-07,1.09409904076813e-07,5.16360136390284e-06,2.54320587495539e-09,6.27554846892089e-05,"fishing"
1841,"mesopelagic fishes","baleen whales",7.05023440113664e-07,1.22971173612664e-07,4.56740884207789e-06,8.7905769186079e-09,1.89517828299186e-05,"fishing"
1841,"mesopelagic fishes","Resource",4144246911296.96,3151094572580.9,7324445894433.75,737484339892.866,9899597759835.64,"fishing"
1841,"mesopelagic fishes","External",0,0,0,0,0,"fishing"
1841,"bathypelagic fishes","mesozooplankton",50200546642.2807,30110914716.0528,93019851991.4373,15263053692.3939,161655701977.007,"fishing"
1841,"bathypelagic fishes","other krill",908991145661.262,403304329604.132,2751067845014.68,112029088642.93,7752549546397.27,"fishing"
1841,"bathypelagic fishes","other macrozooplankton",3342666847065.47,2582442553905.8,4687334255610.2,1752522403281.57,8284690464842.71,"fishing"
1841,"bathypelagic fishes","antarctic krill",889934107757.725,459092883123.228,1629851795809.06,160147180905.322,3397062250962.45,"fishing"
1841,"bathypelagic fishes","salps",28392739063.9121,14610897481.8446,48461823330.895,8354000343.91748,88655745542.7638,"fishing"
1841,"bathypelagic fishes","mesopelagic fishes",57857440058.5286,34778294467.7076,84315018402.9306,17792230354.9523,153063662879.266,"fishing"
1841,"bathypelagic fishes","bathypelagic fishes",48287263215.068,23022661022.24,80491563863.4415,14777832167.239,168902687785.823,"fishing"
1841,"bathypelagic fishes","shelf and coastal fishes",366271343.730901,245165678.029145,635133141.370713,128735961.289276,1114296760.57538,"fishing"
1841,"bathypelagic fishes","flying birds",761.433066415561,435.507634335404,1652.468690927,126.089609433136,3357.50562423721,"fishing"
1841,"bathypelagic fishes","small divers",28712.2589318082,13878.313088314,61185.5994296264,5750.040806029,157749.859281924,"fishing"
1841,"bathypelagic fishes","squids",574154.737209893,311530.544962037,1006697.12353926,115858.926335469,1899705.50711211,"fishing"
1841,"bathypelagic fishes","toothfishes",7357580.56138728,4010395.93108866,13124782.8231937,1658232.35383532,23190168.8973764,"fishing"
1841,"bathypelagic fishes","leopard seals",7.24936807430957e-09,4.8028375875621e-09,9.94573274510116e-09,2.53094670394915e-09,1.63191679756852e-08,"fishing"
1841,"bathypelagic fishes","medium divers",1.33395115497073e-05,7.85678680523439e-06,2.05813707395518e-05,2.63538914503563e-06,4.27204142522091e-05,"fishing"
1841,"bathypelagic fishes","large divers",4.43465942986995e-07,2.42184706775622e-07,9.98949334410523e-07,8.14347756412318e-08,1.30704035490785e-05,"fishing"
1841,"bathypelagic fishes","minke whales",1.20705233563416e-08,6.27917864751556e-09,4.56082254056334e-08,2.45519172041285e-09,1.29263689830816e-06,"fishing"
1841,"bathypelagic fishes","orca",1.43399374279901e-08,7.97756712483479e-09,2.65637097671444e-08,1.36103091521192e-09,5.18626206057208e-08,"fishing"
1841,"bathypelagic fishes","sperm whales",7.93513502770132e-07,1.41331746686018e-07,6.51528425268875e-06,1.24852074610179e-08,6.01929968820254e-05,"fishing"
1841,"bathypelagic fishes","baleen whales",1.30304840455136e-06,3.72905176361127e-07,3.90822486132599e-06,2.47301816917946e-08,1.28637072704391e-05,"fishing"
1841,"bathypelagic fishes","Resource",3288264391007.09,2355064421286.73,5198672072256.69,1821071793179.39,7399059727869.59,"fishing"
1841,"bathypelagic fishes","External",0,0,0,0,0,"fishing"
1841,"shelf and coastal fishes","mesozooplankton",8031358738.64112,4942992287.35734,13586683965.9148,2943276541.11301,25914971441.407,"fishing"
1841,"shelf and coastal fishes","other krill",785961171794.062,309959925541.17,2350948141656.36,82738151031.6455,5969377958979.75,"fishing"
1841,"shelf and coastal fishes","other macrozooplankton",2346005595543.17,1816297942646.19,3208796232203.74,769976516764.456,4146611276655.33,"fishing"
1841,"shelf and coastal fishes","antarctic krill",2695004740682.46,1541978063288.78,4910648108893.76,506377718817.517,7325554214304.28,"fishing"
1841,"shelf and coastal fishes","salps",221055594282.413,142852100073.573,322769004143.493,85338480454.857,454847882995.9,"fishing"
1841,"shelf and coastal fishes","mesopelagic fishes",80866462784.4193,36891069825.0174,100193935949.511,16441310602.3804,140024617695.154,"fishing"
1841,"shelf and coastal fishes","bathypelagic fishes",67369605989.7799,45937756475.7826,86741791872.0948,21746707190.0754,121346067663.025,"fishing"
1841,"shelf and coastal fishes","shelf and coastal fishes",217412792200.989,171800874935.115,248975253231.409,69354389911.379,279291924544.573,"fishing"
1841,"shelf and coastal fishes","flying birds",36378.279441166,27236.390773848,45405.3548083187,13166.5938821564,61939.5938589257,"fishing"
1841,"shelf and coastal fishes","small divers",744475.671082092,406703.180370691,957379.97900926,192849.921286187,1956139.9085128,"fishing"
1841,"shelf and coastal fishes","squids",4712246.3246268,3507819.02109939,5395885.84182359,1382991.24891469,6263004.71352846,"fishing"
1841,"shelf and coastal fishes","toothfishes",32546260.2191429,21285924.4223664,37028691.3587119,6807020.63297067,41918895.4167593,"fishing"
1841,"shelf and coastal fishes","leopard seals",1.05888896066362e-08,6.87975972662393e-09,1.49284760636152e-08,4.05754757242855e-09,2.09154501848704e-08,"fishing"
1841,"shelf and coastal fishes","medium divers",5.94290267663636e-06,3.72790709070116e-06,1.01808179767348e-05,2.04621683216563e-06,1.91749256258638e-05,"fishing"
1841,"shelf and coastal fishes","large divers",2.25211184782605e-07,1.24744563624416e-07,4.88363633208246e-07,4.85104878208188e-08,5.59461351888625e-06,"fishing"
1841,"shelf and coastal fishes","minke whales",2.82015751670947e-08,1.31783036201083e-08,6.53960044727908e-08,4.04631680791462e-09,3.30119000037566e-06,"fishing"
1841,"shelf and coastal fishes","orca",3.03144080851706e-08,1.82215020599618e-08,4.09940968639468e-08,6.50234656734837e-09,6.99894509065182e-08,"fishing"
1841,"shelf and coastal fishes","sperm whales",4.75954016782314e-07,6.35862178926627e-08,2.00170902289047e-06,9.16754605073426e-09,1.29449451131258e-05,"fishing"
1841,"shelf and coastal fishes","baleen whales",8.18934938058992e-07,9.37135632243256e-08,2.89192920495767e-06,5.82596963489748e-09,1.22733402898404e-05,"fishing"
1841,"shelf and coastal fishes","Resource",6133885078706.07,5205632096601.37,6635121395477.4,2903790971979.26,7580762691643.78,"fishing"
1841,"shelf and coastal fishes","External",0,0,0,0,0,"fishing"
1841,"flying birds","mesozooplankton",27600.5644241999,14478.6470107315,62452.2352367471,4405.21756614475,154502.598365753,"fishing"
1841,"flying birds","other krill",801899579.606112,246053840.466154,2461013630.7884,63291426.7167904,9830830832.98695,"fishing"
1841,"flying birds","other macrozooplankton",2331584871.4922,1621973853.96426,3333960840.92704,447722576.200286,5168936851.34964,"fishing"
1841,"flying birds","antarctic krill",18519047605.7154,9750571825.49872,32496568905.485,2607428793.08883,49035099880.5298,"fishing"
1841,"flying birds","salps",4409900509.60761,3109953122.03768,5600012864.9486,957730359.78149,9044775632.05432,"fishing"
1841,"flying birds","mesopelagic fishes",1894505885.35676,1263505246.83644,2868609764.81457,198241600.972859,4233684044.38798,"fishing"
1841,"flying birds","bathypelagic fishes",2084424584.85007,1500528722.61733,2859451779.8174,949899948.819315,4492258143.93965,"fishing"
1841,"flying birds","shelf and coastal fishes",916888401.082257,703005981.537612,1152395909.64936,352680293.243565,1352044185.65037,"fishing"
1841,"flying birds","flying birds",0,0,0,0,0,"fishing"
1841,"flying birds","small divers",0,0,0,0,0,"fishing"
1841,"flying birds","squids",493935.647859321,430204.80563966,573344.685470011,228124.697570337,658559.386841766,"fishing"
1841,"flying birds","toothfishes",1812650.73021946,1310896.70840703,2265234.7114428,593022.986351267,2688827.64732096,"fishing"
1841,"flying birds","leopard seals",0,0,0,0,0,"fishing"
1841,"flying birds","medium divers",0,0,0,0,0,"fishing"
1841,"flying birds","large divers",0,0,0,0,0,"fishing"
1841,"flying birds","minke whales",0,0,0,0,0,"fishing"
1841,"flying birds","orca",0,0,0,0,0,"fishing"
1841,"flying birds","sperm whales",0,0,0,0,0,"fishing"
1841,"flying birds","baleen whales",0,0,0,0,0,"fishing"
1841,"flying birds","Resource",177535833872.667,156093512566.456,204563241438.585,76225946265.8413,237409613787.223,"fishing"
1841,"flying birds","External",0,0,0,0,0,"fishing"
1841,"small divers","mesozooplankton",1061188.42691116,593575.279584329,2117171.86163364,316158.119276968,3610040.34717674,"fishing"
1841,"small divers","other krill",1098879435.59876,320635260.928953,5031416269.72578,72009299.6168074,21549624919.6356,"fishing"
1841,"small divers","other macrozooplankton",2694494213.64947,1764844779.65662,4247205417.06091,287049264.288514,10306643218.705,"fishing"
1841,"small divers","antarctic krill",13492058979.9155,5298228382.8267,25152847494.0776,1258627842.57042,50121839095.0876,"fishing"
1841,"small divers","salps",1614287218.96031,982376275.816962,2855401990.16223,295884382.933596,6418734517.6083,"fishing"
1841,"small divers","mesopelagic fishes",420749045.533786,236409187.963452,712130818.051133,30450495.9088358,1583610493.39707,"fishing"
1841,"small divers","bathypelagic fishes",393113986.534797,250762109.503827,781943564.551125,71271194.4538861,1384288210.9008,"fishing"
1841,"small divers","shelf and coastal fishes",94205918.2103113,76094604.4746836,171496974.430719,15105207.8754957,318509460.884882,"fishing"
1841,"small divers","flying birds",0,0,0,0,0,"fishing"
1841,"small divers","small divers",0,0,0,0,0,"fishing"
1841,"small divers","squids",56023.0748911934,48581.055411373,113808.849714273,9962.88379239436,189077.100192233,"fishing"
1841,"small divers","toothfishes",239056.074438036,180514.654705077,420691.841934152,38163.3598770354,823715.784637613,"fishing"
1841,"small divers","leopard seals",8.80174410104937e-09,5.57898911281234e-09,1.61498337580758e-08,1.00215919634092e-09,2.80822697596315e-08,"fishing"
1841,"small divers","medium divers",0,0,0,0,0,"fishing"
1841,"small divers","large divers",0,0,0,0,0,"fishing"
1841,"small divers","minke whales",0,0,0,0,0,"fishing"
1841,"small divers","orca",3.86629850450793e-09,5.29979281086973e-10,1.0017035212981e-08,2.58919512240296e-11,2.71067110020972e-08,"fishing"
1841,"small divers","sperm whales",0,0,0,0,0,"fishing"
1841,"small divers","baleen whales",0,0,0,0,0,"fishing"
1841,"small divers","Resource",34025163452.5387,29800620011.5035,73516436074.1018,5726163767.19746,107872467990.984,"fishing"
1841,"small divers","External",0,0,0,0,0,"fishing"
1841,"squids","mesozooplankton",1665511.76246508,919073.354777495,2750382.03710675,532268.422564825,5000166.94844034,"fishing"
1841,"squids","other krill",1346196833.85725,606963478.013003,4925357031.16597,138538588.567003,16534414522.0844,"fishing"
1841,"squids","other macrozooplankton",19848095648.1043,15354079041.3273,26170370330.4559,9281912056.83418,40768504457.787,"fishing"
1841,"squids","antarctic krill",59698749869.8196,33215694475.227,107940334703.546,14780791961.5412,220034300188.654,"fishing"
1841,"squids","salps",30640819018.1259,21609179399.6673,40186438814.3151,13086280181.1109,61024428396.8353,"fishing"
1841,"squids","mesopelagic fishes",224006278654.096,158410831702.301,334247798029.013,53938126831.1325,518732615262.744,"fishing"
1841,"squids","bathypelagic fishes",332784404511.583,220843421110.595,539389670192.486,128682209105.153,1019726476501.55,"fishing"
1841,"squids","shelf and coastal fishes",95813052235.6312,67428181023.038,115473817942.682,41612587347.6352,185975431044.285,"fishing"
1841,"squids","flying birds",17035202.7503981,12909803.5356872,22193811.028252,6193491.40897878,32634364.0707896,"fishing"
1841,"squids","small divers",169973150.683467,130762480.000117,211016064.840089,49880006.2897758,301648435.271789,"fishing"
1841,"squids","squids",3304739851.06889,2561352472.12832,4345455122.13297,1254662205.34571,8323482236.38634,"fishing"
1841,"squids","toothfishes",2273563011.39974,1576679579.97543,2949943470.79588,876201926.194814,3821805088.89136,"fishing"
1841,"squids","leopard seals",1.44688606999309e-08,1.08076477234703e-08,1.76233856456935e-08,3.97464154139822e-09,2.66852330352881e-08,"fishing"
1841,"squids","medium divers",910052.958832568,687429.011170498,1263058.01282864,399959.806984155,2114952.74408484,"fishing"
1841,"squids","large divers",1.00476418959257e-06,5.88776043925495e-07,1.72845238562283e-06,1.67734571857943e-07,3.03410012982407e-05,"fishing"
1841,"squids","minke whales",4.58571976987429e-08,2.35309061629846e-08,1.0207388123955e-07,7.90177336059206e-09,3.43621216662747e-06,"fishing"
1841,"squids","orca",4.12680326994744e-08,3.22535093180485e-08,5.98476905926857e-08,2.07724734187729e-08,1.0412987574221e-07,"fishing"
1841,"squids","sperm whales",2.93517449329997e-06,5.846102250726e-07,1.16407238309144e-05,1.32854764898001e-07,5.9882664968451e-05,"fishing"
